train_loss,valid_loss,train_acc,valid_acc,train_auc,valid_auc,train_precision_macro,valid_precision_macro,train_recall_macro,valid_recall_macro,train_f1_macro,valid_f1_macro,train_precision_weighted,valid_precision_weighted,train_recall_weighted,valid_recall_weighted,train_f1_weighted,valid_f1_weighted
0.5937805023257731,0.44975757433169666,0.7970587212133862,0.8360467543310374,0.9836927508467476,0.9915460484623411,0.7800174744192281,0.8243531300890286,0.7596576526399003,0.8104897588655402,0.7689332717840685,0.8141642291129335,0.7959827544128221,0.8391943526111633,0.7970587212133862,0.8360467543310374,0.7960899875940808,0.8356995284318968
